719;zurückkommen;to come back;Wann wirst du aus deinem Urlaub zurückkommen?;When will you come back from your vacation?;[sound:719.mp3]
720;durch;through;Wir fahren durch den Tunnel.;'We''re driving through the tunnel.';[sound:720.mp3]
721;um;around;Die Stadt ist umgeben von wunderschöner Natur.;The city is surrounded by beautiful nature.;[sound:721.mp3]
722;das Wetter, Sg.;weather;Das Wetter heute ist sonnig und warm.;The weather today is sunny and warm.;[sound:722.mp3]
723;die Sonne, Sg.;sun;Die Sonne scheint hell am Himmel.;The sun is shining brightly in the sky.;[sound:723.mp3]
724;heiß;hot;Es ist heute sehr heiß.;'It''s very hot today.';[sound:724.mp3]
725;sonnig;sunny;Das Wetter ist sonnig und klar.;The weather is sunny and clear.;[sound:725.mp3]
726;der Regen, Sg.;rain;Der Regen hat den Boden durchnässt.;The rain has soaked the ground.;[sound:726.mp3]
727;regnen;to rain;Es wird morgen den ganzen Tag regnen.;It will rain all day tomorrow.;[sound:727.mp3]
728;nass;wet;Nach dem Regen sind die Straßen nass.;The streets are wet after the rain.;[sound:728.mp3]
729;der Wind, -e;wind;Der Wind weht stark heute.;The wind is blowing strongly today.;[sound:729.mp3]
730;windig;windy;Es ist sehr windig draußen.;'It''s very windy outside.';[sound:730.mp3]
731;die Wolke, -n;cloud;Die Wolken am Himmel sind grau.;The clouds in the sky are gray.;[sound:731.mp3]
732;bewölkt;cloudy;Der Himmel ist heute bewölkt.;The sky is cloudy today.;[sound:732.mp3]
733;der Schnee, Sg.;snow;Der Schnee bedeckt die Landschaft im Winter.;Snow covers the landscape in winter.;[sound:733.mp3]
734;schneien;to snow;Es wird morgen voraussichtlich schneien.;'It''s expected to snow tomorrow.';[sound:734.mp3]
735;der Norden, Sg.;north;Der Norden des Landes ist oft kälter als der Süden.;The north of the country is often colder than the south.;[sound:735.mp3]
736;der Osten, Sg.;east;Der Osten Deutschlands hat eine reiche Geschichte.;The east of Germany has a rich history.;[sound:736.mp3]
737;der Süden, Sg.;south;Der Süden ist für sein warmes Klima bekannt.;The south is known for its warm climate.;[sound:737.mp3]
738;der Westen, Sg.;west;Der Westen des Landes hat viele schöne Strände.;The west of the country has many beautiful beaches.;[sound:738.mp3]
739;20° (Grad) Celsius;20 degrees Celsius;Das Thermometer zeigt 20 Grad Celsius an.;The thermometer reads 20 degrees Celsius.;[sound:739.mp3]
740;genauso ... wie;just as ... as;Der Berg ist genauso hoch wie der andere.;The mountain is just as high as the other one.;[sound:740.mp3]
741;die Jahreszeit, -en;season;Der Frühling ist meine Lieblingsjahreszeit.;Spring is my favorite season.;[sound:741.mp3]
742;der Frühling;spring;Der Frühling bringt warmes Wetter und blühende Blumen.;Spring brings warm weather and blooming flowers.;[sound:742.mp3]
743;der Sommer;summer;Im Sommer gehen wir gerne an den Strand.;We like to go to the beach in the summer.;[sound:743.mp3]
744;der Herbst;autumn;Im Herbst fallen die Blätter von den Bäumen.;In autumn, the leaves fall from the trees.;[sound:744.mp3]
745;der Winter;winter;Der Winter ist die kälteste Jahreszeit.;Winter is the coldest season.;[sound:745.mp3]
746;der Monat, -e;month;Mein Geburtstag ist im Monat November.;My birthday is in the month of November.;[sound:746.mp3]
747;der Januar;January;Der Januar ist der erste Monat des Jahres.;January is the first month of the year.;[sound:747.mp3]
748;der Februar;February;Der Februar hat oft kaltes Wetter.;February often has cold weather.;[sound:748.mp3]
749;der März;March;Im März beginnt der Frühling.;Spring begins in March.;[sound:749.mp3]
750;der April;April;Im April blühen die Blumen.;The flowers bloom in April.;[sound:750.mp3]
751;der Mai;May;Der Mai ist ein beliebter Monat für Hochzeiten.;May is a popular month for weddings.;[sound:751.mp3]
752;der Juni;June;Im Juni sind die Tage am längsten.;June has the longest days.;[sound:752.mp3]
753;der Juli;July;Im Juli feiern wir unseren Jahrestag.;We celebrate our anniversary in July.;[sound:753.mp3]
754;der August;August;Im August machen viele Menschen Urlaub.;Many people go on vacation in August.;[sound:754.mp3]
755;der September;September;Der September ist oft noch warm und sonnig.;September is often still warm and sunny.;[sound:755.mp3]
756;der Oktober;October;Im Oktober sind die Blätter bunt.;In October, the leaves are colorful.;[sound:756.mp3]
757;der November;November;Der November kann regnerisch sein.;November can be rainy.;[sound:757.mp3]
758;der Dezember;December;Im Dezember feiern wir Weihnachten.;We celebrate Christmas in December.;[sound:758.mp3]
759;das Tier, -e;animal;Die Kinder lieben Tiere, besonders Hunde und Katzen.;Children love animals, especially dogs and cats.;[sound:759.mp3]
760;"der Campingplatz, ""-e";campsite;Wir werden auf einem Campingplatz in den Bergen zelten.;We will camp on a campsite in the mountains.;[sound:760.mp3]
761;die Stadtrundfahrt, -en;city tour;Die Stadtrundfahrt führte uns zu den wichtigsten Sehenswürdigkeiten.;The city tour took us to the major attractions.;[sound:761.mp3]
762;preiswert;affordable;Das Restaurant in der Nähe ist preiswert und hat gutes Essen.;The nearby restaurant is affordable and serves good food.;[sound:762.mp3]
763;das Hotel, -s;hotel;Wir haben ein komfortables Hotel für unseren Urlaub gebucht.;We have booked a comfortable hotel for our vacation.;[sound:763.mp3]
764;der Kinderwagen,-;stroller;Der Kinderwagen ist praktisch für Eltern mit Babys.;The stroller is convenient for parents with babies.;[sound:764.mp3]
765;die Mülltonne,-n;garbage bin;Bitte werfen Sie Ihren Müll in die Mülltonne.;Please dispose of your trash in the garbage bin.;[sound:765.mp3]
766;der Hof,-e;courtyard;Die Kinder spielen im Hof des Wohnhauses.;The children play in the courtyard of the apartment building.;[sound:766.mp3]
767;die Klingel,-n;doorbell;Drücken Sie die Klingel, wenn Sie klingeln möchten.;Press the doorbell if you want to ring.;[sound:767.mp3]
768;die Treppe,-n;stairs;Die Treppe führt ins Obergeschoss.;The stairs lead to the upper floor.;[sound:768.mp3]
769;das Licht,Sg.;light;Bitte schalten Sie das Licht aus, wenn Sie den Raum verlassen.;Please turn off the light when you leave the room.;[sound:769.mp3]
770;der Aufzug,-e;elevator;Der Aufzug bringt uns in die oberen Stockwerke des Gebäudes.;The elevator takes us to the upper floors of the building.;[sound:770.mp3]
771;das Treppenhaus,-er;staircase;Das Treppenhaus ist gut beleuchtet.;The staircase is well lit.;[sound:771.mp3]
772;der Nachbar,-n;neighbor (male);Unsere Nachbarn sind freundlich und hilfsbereit.;Our neighbors are friendly and helpful.;[sound:772.mp3]
773;die Nachbarin,-nen;neighbor (female);Die Nachbarin hat einen schönen Garten.;The neighbor (female) has a beautiful garden.;[sound:773.mp3]
774;stören;to disturb;Es tut mir leid, wenn ich störe.;'I''m sorry if I disturb.';[sound:774.mp3]
775;die Bitte,-n;request;Könnte ich eine kleine Bitte haben?;May I make a small request?;[sound:775.mp3]
776;gerade;straight;Gehen Sie die Straße geradeaus, dann links.;Go straight down the street, then turn left.;[sound:776.mp3]
777;Gern geschehen!;'You''re welcome!';Vielen Dank für deine Hilfe. - Gern geschehen!;'Thank you for your help. - You''re welcome!';[sound:777.mp3]
778;das Paket,-e;package;Das Paket wird morgen geliefert.;The package will be delivered tomorrow.;[sound:778.mp3]
779;ein Paket abgeben;to drop off a package;Ich muss heute ein Paket bei der Post abgeben.;I need to drop off a package at the post office today.;[sound:779.mp3]
780;das Päckchen,-;small package;Das Päckchen enthält ein Geschenk für dich.;The small package contains a gift for you.;[sound:780.mp3]
781;das Salz,Sg.;salt;Kannst du bitte das Salz passieren?;Can you please pass the salt?;[sound:781.mp3]
782;die Tasse,-n;cup;Ich trinke meinen Kaffee aus dieser Tasse.;I drink my coffee from this cup.;[sound:782.mp3]
783;Blumen gießen;to water flowers;Vergiss nicht, die Blumen im Garten zu gießen.;'Don''t forget to water the flowers in the garden.';[sound:783.mp3]
784;das Hoffest,-e;courtyard party;Das Hoffest findet am Samstag statt.;The courtyard party is on Saturday.;[sound:784.mp3]
785;feiern;to celebrate;Wir feiern heute Abend meinen Geburtstag.;'We''re celebrating my birthday tonight.';[sound:785.mp3]
786;der Grill,-s;grill;Wir machen heute Abend einen Grillabend im Garten.;'We''re having a barbecue in the garden tonight.';[sound:786.mp3]
787;das Essen,Sg.;food;Das Essen in diesem Restaurant ist ausgezeichnet.;The food in this restaurant is excellent.;[sound:787.mp3]
788;schmecken;to taste;Wie schmeckt das Essen? - Es schmeckt köstlich!;How does the food taste? - It tastes delicious!;[sound:788.mp3]
789;Glück haben;to be lucky;Wir hatten Glück und haben die Lotterie gewonnen.;We were lucky and won the lottery.;[sound:789.mp3]
790;wunderbar;wonderful;Das Konzert gestern Abend war wunderbar.;The concert last night was wonderful.;[sound:790.mp3]
791;funktionieren;to function;Das Radio funktioniert nicht mehr. Es muss repariert werden.;'The radio doesn''t work anymore. It needs to be repaired.';[sound:791.mp3]
792;Das Licht geht nicht.;The light is not working.;Das Licht geht nicht in meinem Zimmer.;;[sound:792.mp3]
793;die Heizung,-en;heating;Die Heizung ist im Winter sehr wichtig.;Heating is very important in winter.;[sound:793.mp3]
794;der Müll,Sg.;garbage;Bitte trennen Sie Ihren Müll.;Please separate your garbage.;[sound:794.mp3]
795;die Tonne,-n;bin;Wir stellen die Mülltonnen am Straßenrand.;We place the bins by the roadside.;[sound:795.mp3]
796;die Müllabfuhr,Sg.;garbage collection;Die Müllabfuhr kommt jeden Dienstag.;Garbage collection is on every Tuesday.;[sound:796.mp3]
797;stellen;to place;Kannst du die Teller auf den Tisch stellen?;Can you place the plates on the table?;[sound:797.mp3]
798;schmutzig;dirty;Die schmutzigen Schuhe bitte vor der Tür ausziehen.;Please take off your dirty shoes at the door.;[sound:798.mp3]
799;riechen;to smell;Hier riecht es nach frischem Brot.;It smells like fresh bread in here.;[sound:799.mp3]
800;ärgerlich;annoying;Es ist ärgerlich, wenn der Computer abstürzt.;'It''s annoying when the computer crashes.';[sound:800.mp3]
801;bestellen;to order;Ich möchte eine Pizza bestellen, bitte.;I would like to order a pizza, please.;[sound:801.mp3]
802;gefährlich;dangerous;Das ist eine gefährliche Kurve auf der Straße.;'That''s a dangerous curve on the road.';[sound:802.mp3]
803;der Keller,-;basement;Im Keller lagern wir unsere Vorräte.;We store our supplies in the basement.;[sound:803.mp3]
804;Fahrräder abstellen;to park bicycles;Wir können die Fahrräder vor dem Haus abstellen.;We can park the bicycles in front of the house.;[sound:804.mp3]
805;denn;because;Ich gehe nicht zur Arbeit, denn ich bin krank.;'I''m not going to work because I''m sick.';[sound:805.mp3]
806;aber;but;Ich wollte ins Kino gehen, aber es regnet.;'I wanted to go to the cinema, but it''s raining.';[sound:806.mp3]
807;der Absender,-;sender;Der Absender des Pakets ist meine Tante.;The sender of the package is my aunt.;[sound:807.mp3]
808;der/die Empfänger/in,-/-nen;recipient;Der Empfänger des Briefs ist mein Nachbar.;The recipient of the letter is my neighbor.;[sound:808.mp3]
809;der Gruß,-e;greeting;Bitte sende deinen Gruß an deine Eltern.;Please send your greeting to your parents.;[sound:809.mp3]
810;die Unterschrift,-en;signature;Die Unterschrift auf dem Vertrag ist erforderlich.;The signature on the contract is required.;[sound:810.mp3]
